index,product,category,sub_category,brand,sale_price,market_price,type,rating,rating_status,discount_amt,discount_pct
19663,kimaya white tea,Gourmet & World Food,Drinks & Beverages,teamonk,200.0,400.0,Gourmet Tea & Tea Bags,,Not Rated,200.0,50.0
19664,gelcrystal,Cleaning & Household,All Purpose Cleaners,wc net,175.0,175.0,Imported Cleaners,,Not Rated,0.0,0.0
19665,"aloevera juice - supports skin, digestion & energy",Beverages,Fruit Juices & Drinks,dr. vaidya's,250.0,250.0,Juices,,Not Rated,0.0,0.0
19666,face mask 3 ply - surgical/disposeable,Beauty & Hygiene,Health & Medicine,shamrock,45.0,49.0,Face Masks & Safety Gears,3.5,Rated,4.0,8.16326530612245
19667,"on the go travel disinfectant spray â€“ kills 99.9% germs, alcohol based, anti-bacterial, citrus fragrance",Cleaning & Household,All Purpose Cleaners,godrej protekt,85.0,100.0,Disinfectant Spray & Cleaners,3.9,Rated,15.0,15.0
19668,svachh aluminium outer lid pressure cooker (10725),"Kitchen, Garden & Pets",Cookware & Non Stick,prestige,1470.0,1630.0,Pressure Cookers,5.0,Rated,160.0,9.815950920245399
19669,"facial box - elegant, 2 ply",Cleaning & Household,"Disposables, Garbage Bag",paseo,90.0,90.0,"Paper Napkin, Tissue Box",4.0,Rated,0.0,0.0
19670,woman deo - drizzle,Beauty & Hygiene,Fragrances & Deos,engage,351.0,585.0,Women's Deodorants,4.1,Rated,234.0,40.0
19671,organic - pavbhaji masala,"Foodgrains, Oil & Masala",Organic Staples,phalada pure & sure,52.5,70.0,Organic Masalas & Spices,4.0,Rated,17.5,25.0
19672,boiled sweet corn kernel - spice up with peri-peri seasoning,Fruits & Vegetables,Exotic Fruits & Veggies,tadaa,49.0,49.0,Cut & Peeled Veggies,,Not Rated,0.0,0.0
19673,shampoo - gentle baby,Baby Care,Baby Bath & Hygiene,himalaya baby,170.0,170.0,Baby Oil & Shampoo,4.2,Rated,0.0,0.0
19674,organic - sunflower oil,"Foodgrains, Oil & Masala",Organic Staples,turn organic,153.0,170.0,"Organic Edible Oil, Ghee",3.3,Rated,17.0,10.0
19675,sante infuser water bottle - red,"Kitchen, Garden & Pets",Storage & Accessories,steelo,109.0,249.0,Water & Fridge Bottles,3.9,Rated,140.0,56.22489959839358
19676,instant popcorn - golden sizzle,Snacks & Branded Foods,Snacks & Namkeen,act ii,33.0,35.0,Chips & Corn Snacks,4.2,Rated,2.0,5.714285714285714
19677,tecni art liss control+ serum,Beauty & Hygiene,Hair Care,loreal professionnel,525.0,525.0,Hair Oil & Serum,3.4,Rated,0.0,0.0
19678,hair loss health care pack - for 30 days,Beauty & Hygiene,Health & Medicine,jiva ayurveda,1100.0,1100.0,Ayurveda,,Not Rated,0.0,0.0
19679,collagen nutrition serum,Beauty & Hygiene,Skin Care,it's skin,855.0,950.0,Face Care,,Not Rated,95.0,10.0
19680,pumpkin seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",nutrashil,204.0,240.0,Dry Fruits & Berries,,Not Rated,36.0,15.0
19681,microwavable plastic soup bowls - blue,"Kitchen, Garden & Pets",Crockery & Cutlery,laplast,209.0,299.0,Plates & Bowls,3.8,Rated,90.0,30.100334448160538
19682,organic almond,"Foodgrains, Oil & Masala",Organic Staples,merakisan,208.0,208.0,Organic Dry Fruits,3.0,Rated,0.0,0.0
19683,gold kit,Beauty & Hygiene,Skin Care,natures essence,1800.0,1800.0,Face Care,1.0,Rated,0.0,0.0
19684,healthy snacks - yoghurt berry + anti-oxidants,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",mojo bar,90.0,90.0,"Healthy, Baked Snacks",,Not Rated,0.0,0.0
19685,preserve - wild blueberry,Gourmet & World Food,"Sauces, Spreads & Dips",bonne maman,285.0,285.0,"Jams, Marmalade, Spreads",4.0,Rated,0.0,0.0
19686,anu oil - ayurvedic nasal drop,Beauty & Hygiene,Health & Medicine,jiva ayurveda,90.0,90.0,Ayurveda,,Not Rated,0.0,0.0
19687,plastic hook/ hanger card - self adhesive/ stickable bh107,"Kitchen, Garden & Pets",Storage & Accessories,bb home,59.0,79.0,Wall Hooks & Hangers,,Not Rated,20.0,25.31645569620253
19688,toothbrush - cibaca supreme full head,Beauty & Hygiene,Oral Care,colgate,30.0,30.0,Toothbrush,4.1,Rated,0.0,0.0
19689,organic - ajwain/om kalu,"Foodgrains, Oil & Masala",Organic Staples,24 mantra,80.0,80.0,Organic Masalas & Spices,4.3,Rated,0.0,0.0
19690,perfect radiance intense whitening serum,Beauty & Hygiene,Skin Care,lakme,828.75,975.0,Face Care,4.4,Rated,146.25,15.0
19691,toothbrush - gum expert (soft),Beauty & Hygiene,Oral Care,pepsodent,55.0,55.0,Toothbrush,4.2,Rated,0.0,0.0
19692,hydro sports bottle,"Kitchen, Garden & Pets",Storage & Accessories,saura,99.0,99.0,Water & Fridge Bottles,5.0,Rated,0.0,0.0
19693,"original - ready to fry pani puri papad, cereal",Snacks & Branded Foods,Ready To Cook & Eat,fryums,40.0,40.0,"Papads, Ready To Fry",4.4,Rated,0.0,0.0
19694,hair spa for dry & damaged hair,Beauty & Hygiene,Hair Care,organic harvest,716.0,895.0,Hair & Scalp Treatment,3.0,Rated,179.0,20.0
19695,all-in-1 face wash - charcoal,Beauty & Hygiene,Men's Grooming,nivea men,250.0,500.0,Face & Body,4.1,Rated,250.0,50.0
19696,toilet cleaner - shine,Cleaning & Household,All Purpose Cleaners,sanifresh,138.0,138.0,Toilet Cleaners,4.2,Rated,0.0,0.0
19697,nht 1047 b cordless trimmer for men,Beauty & Hygiene,Men's Grooming,nova,426.08,1495.0,Moustache & Beard Care,3.2,Rated,1068.92,71.49966555183947
19698,"coffee roasters - very dark french roast, channi",Gourmet & World Food,Drinks & Beverages,blue tokai,420.0,420.0,Coffee & Pre-Mix,,Not Rated,0.0,0.0
19699,gold deodorant - for men,Beauty & Hygiene,Fragrances & Deos,yardley london,388.05,597.0,Men's Deodorants,4.0,Rated,208.95,35.0
19700,popcorn - mixin cheese burst,Snacks & Branded Foods,Snacks & Namkeen,pipo,30.0,30.0,Chips & Corn Snacks,3.8,Rated,0.0,0.0
19701,vanilla milk shake,"Bakery, Cakes & Dairy",Dairy,heritage,25.5,30.0,"Flavoured, Soya Milk",4.0,Rated,4.5,15.0
19702,"on pocket perfume - man, citrus fresh",Beauty & Hygiene,Fragrances & Deos,engage,58.8,60.0,Eau De Toilette,4.5,Rated,1.2000000000000028,2.000000000000005
19703,lithium battery ultimate aa,"Kitchen, Garden & Pets",Appliances & Electricals,energizer,275.0,300.0,Battery & Electrical,,Not Rated,25.0,8.333333333333332
19704,darjeeling black tea,Gourmet & World Food,Drinks & Beverages,newby,280.0,280.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
19705,air freshener spray - jasmine & camphor,Cleaning & Household,Fresheners & Repellents,campure,150.0,150.0,Camphor & Wicks,3.0,Rated,0.0,0.0
19706,monsoon malabar aaa roasted 100% arabica coffee beans,Gourmet & World Food,Drinks & Beverages,tgl co.,224.0,320.0,Gourmet Tea & Tea Bags,,Not Rated,96.0,30.0
19707,organic - curry leaves crushed,"Foodgrains, Oil & Masala",Organic Staples,bb royal,29.0,29.0,Organic Masalas & Spices,,Not Rated,0.0,0.0
19708,"mouthwash - plax, freshmint splash",Beauty & Hygiene,Oral Care,colgate,50.0,50.0,Mouthwash,4.3,Rated,0.0,0.0
19709,melamine condiment with spoon - orange,"Kitchen, Garden & Pets",Crockery & Cutlery,superware,229.0,295.0,Glassware,,Not Rated,66.0,22.372881355932204
19710,organic powder - turmeric,"Foodgrains, Oil & Masala",Organic Staples,organic tattva,38.0,40.0,Organic Masalas & Spices,4.2,Rated,2.0,5.0
19711,"biscuits - marie,  sugar free",Snacks & Branded Foods,Biscuits & Cookies,bisk farm,40.0,40.0,"Marie, Health, Digestive",4.3,Rated,0.0,0.0
19712,danish - tutty frutty,"Bakery, Cakes & Dairy",Gourmet Breads,fresho signature,119.0,119.0,"Croissants, Bagels",,Not Rated,0.0,0.0
19713,veg knife - swift,"Kitchen, Garden & Pets",Kitchen Accessories,anjali,60.0,75.0,Knives & Peelers,3.9,Rated,15.0,20.0
19714,turmeric tea sampler pack -  4 variety,Beverages,Tea,vahdam,60.0,60.0,Tea Bags,3.6,Rated,0.0,0.0
19715,perfume deluxe - glamour fabric conditioner,Cleaning & Household,Detergents & Dishwash,comfort,220.0,245.0,"Fabric Pre, Post Wash",4.5,Rated,25.0,10.204081632653061
19716,voyage sport eau de toilette,Beauty & Hygiene,Fragrances & Deos,nautica,2287.5,3050.0,Eau De Toilette,1.0,Rated,762.5,25.0
19717,perfume - forest spice,Beauty & Hygiene,Men's Grooming,wild stone,359.4,599.0,Men's Deodorants,3.0,Rated,239.60000000000002,40.0
19718,classic spin mop with wheels & 2 refills - aqua green,Cleaning & Household,"Mops, Brushes & Scrubs",milton - spotzero,899.0,1699.0,"Mops, Wipers",3.3,Rated,800.0,47.086521483225425
19719,puttupodi - white,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",double horse,118.8,120.0,Rice & Other Flours,4.2,Rated,1.2000000000000028,1.0000000000000024
19720,tomato ketchup,Gourmet & World Food,"Sauces, Spreads & Dips",tify,94.0,125.0,Mustard & Cheese Sauces,4.2,Rated,31.0,24.8
19721,organic - apple cider vinegar,Gourmet & World Food,Oils & Vinegar,bragg,640.0,640.0,Balsamic & Cider Vinegar,4.3,Rated,0.0,0.0
19722,poha/avalakki/aval/chivda - thick,"Foodgrains, Oil & Masala",Rice & Rice Products,bb royal,47.0,80.0,"Poha, Sabudana & Murmura",,Not Rated,33.0,41.25
19723,"non-stick cookware set - favourite,red (12417-s)","Kitchen, Garden & Pets",Cookware & Non Stick,pigeon,599.0,1895.0,Cookware Sets,3.2,Rated,1296.0,68.3905013192612
19724,udipi diya with imported glass - brass,Cleaning & Household,Pooja Needs,frestol,349.0,699.0,Lamp & Lamp Oil,2.5,Rated,350.0,50.07153075822603
19725,"twist gel - car air freshener, bright tangy delight",Cleaning & Household,Car & Shoe Care,aer,341.1,379.0,Car Freshener,3.8,Rated,37.89999999999998,9.999999999999993
19726,"plastic laundry/clothes basket - with lid, blue, 12131-b",Cleaning & Household,Bins & Bathroom Ware,ratan,359.0,579.0,"Laundry, Storage Baskets",3.9,Rated,220.0,37.99654576856649
19727,monthly pack,Cleaning & Household,All Purpose Cleaners,veg fru wash,225.0,225.0,Disinfectant Spray & Cleaners,,Not Rated,0.0,0.0
19728,de-tan 3 in 1 face cream,Beauty & Hygiene,Skin Care,inatur,406.0,580.0,Face Care,3.3,Rated,174.0,30.0
19729,buds,Baby Care,Baby Bath & Hygiene,johnson's baby,83.16,90.0,Baby Buds,4.4,Rated,6.840000000000003,7.600000000000004
19730,black pepper - corn,"Foodgrains, Oil & Masala",Masalas & Spices,turn organic,149.25,199.0,Blended Masalas,3.9,Rated,49.75,25.0
19731,papaya & honey scrub,Beauty & Hygiene,Skin Care,jovees,166.5,185.0,Face Care,4.5,Rated,18.5,10.0
19732,organic sprouted ragi powder/ragi hittu,"Foodgrains, Oil & Masala",Baby Food & Formula,slurrp farm,225.0,300.0,Rice & Other Flours,4.0,Rated,75.0,25.0
19733,passion fruit tea syrup - 100% natural,Gourmet & World Food,Drinks & Beverages,swa artisanal syrups,300.0,300.0,Gourmet Juices & Drinks,,Not Rated,0.0,0.0
19734,"rich creme hair colour - shade 4.06 dark brown, single use",Beauty & Hygiene,Hair Care,godrej expert,27.3,30.0,Hair Color,4.2,Rated,2.6999999999999993,8.999999999999998
19735,panty liner - ultradry,Beauty & Hygiene,Feminine Hygiene,vclass,135.0,135.0,Panty Liners,3.7,Rated,0.0,0.0
19736,tandoori chicken tikka pizza - large,Snacks & Branded Foods,Frozen Veggies & Snacks,happychef,299.0,449.0,Frozen Non-Veg Snacks,,Not Rated,150.0,33.4075723830735
19737,classic all day cream intensive care and protection,Beauty & Hygiene,Skin Care,creme 21,700.0,700.0,Face Care,5.0,Rated,0.0,0.0
19738,chocolate bar - almond treat,Snacks & Branded Foods,Chocolates & Candies,cadbury temptations,100.0,100.0,Chocolates,4.3,Rated,0.0,0.0
19739,traditional pure iron appam chatti kadai 9,"Kitchen, Garden & Pets",Cookware & Non Stick,trm,449.0,775.0,Kadai & Fry Pans,2.3,Rated,326.0,42.064516129032256
19740,renovator white,Cleaning & Household,All Purpose Cleaners,dylon,299.0,299.0,Imported Cleaners,,Not Rated,0.0,0.0
19741,prawns gassi,"Eggs, Meat & Fish",Fish & Seafood,gadre,224.25,299.0,Frozen Fish & Seafood,,Not Rated,74.75,25.0
19742,punjabi chole masala,"Foodgrains, Oil & Masala",Masalas & Spices,aashirvaad,48.36,62.0,Blended Masalas,4.2,Rated,13.64,22.0
19743,sukesha taila - for healthy hair,Beauty & Hygiene,Hair Care,sri sri ayurveda,130.0,130.0,Hair Oil & Serum,4.5,Rated,0.0,0.0
19744,spiced turmeric latte mix,Gourmet & World Food,Drinks & Beverages,rooted peepul,560.5,590.0,Health Drinks,5.0,Rated,29.5,5.0
19745,"sweet - kheer mohan, brown rassogolla",Snacks & Branded Foods,Indian Mithai,bikalananda kars,210.0,210.0,"Tinned, Packed Sweets",,Not Rated,0.0,0.0
19746,coconut curls hair butter,Beauty & Hygiene,Hair Care,ogx,725.0,725.0,Hair & Scalp Treatment,5.0,Rated,0.0,0.0
19747,dish wash powder,Cleaning & Household,Detergents & Dishwash,wild ideas,120.0,120.0,Dishwash Bars & Powders,3.8,Rated,0.0,0.0
19748,awadhi kadhai veg masala,"Foodgrains, Oil & Masala",Masalas & Spices,keya,60.0,120.0,Blended Masalas,4.3,Rated,60.0,50.0
19749,napkins,Cleaning & Household,"Disposables, Garbage Bag",premier,60.0,60.0,Toilet Paper,3.9,Rated,0.0,0.0
19750,"instant energy health drink - tangy orange, refill",Beverages,Energy & Soft Drinks,glucon-d,70.0,70.0,Sports & Energy Drinks,4.2,Rated,0.0,0.0
19751,mouthwash - fresh tea,Beauty & Hygiene,Oral Care,colgate,172.0,230.0,Mouthwash,4.3,Rated,58.0,25.217391304347824
19752,"detergent washing powder - matic, top load, with rs.130 off",Cleaning & Household,Detergents & Dishwash,ariel,670.0,670.0,"Detergent Powder, Liquid",4.3,Rated,0.0,0.0
19753,noodles - nutri-licious masala oats,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",maggi,98.0,98.0,Instant Noodles,4.1,Rated,0.0,0.0
19754,whip insulated water bottle - red,"Kitchen, Garden & Pets",Storage & Accessories,nayasa,219.0,279.0,Water & Fridge Bottles,5.0,Rated,60.0,21.50537634408602
19755,diaper pants super value box - large,Baby Care,Diapers & Wipes,pampers,2087.28,2899.0,Diapers,4.3,Rated,811.7199999999998,27.999999999999993
19756,clip & fit mop - without pipe,Cleaning & Household,"Mops, Brushes & Scrubs",gala,230.0,230.0,"Mops, Wipers",4.1,Rated,0.0,0.0
19757,swag avatar deodorant & body spray perfume for men,Beauty & Hygiene,Men's Grooming,set wet,139.3,199.0,Men's Deodorants,3.9,Rated,59.69999999999999,29.999999999999993
19758,baby wipes - combo pack,Baby Care,Diapers & Wipes,morison baby dreams,258.0,258.0,Baby Wipes,5.0,Rated,0.0,0.0
19759,steel storage deep container/canister - see through,"Kitchen, Garden & Pets",Steel Utensils,ramson,299.0,799.0,Steel Storage Containers,3.6,Rated,500.0,62.57822277847309
19760,cut - mushroom,Fruits & Vegetables,Cuts & Sprouts,fresho,46.0,57.5,Cut & Peeled Veggies,,Not Rated,11.5,20.0
19761,sandal & vanilla soap,Beauty & Hygiene,Bath & Hand Wash,inatur,180.0,225.0,Bathing Bars & Soaps,5.0,Rated,45.0,20.0
19762,anti-pollution face pack,Beauty & Hygiene,Skin Care,natures essence,100.0,100.0,Face Care,,Not Rated,0.0,0.0
19763,sweet potato,Fruits & Vegetables,Fresh Vegetables,fresho,15.84,22.5,"Potato, Onion & Tomato",,Not Rated,6.66,29.599999999999998
19764,non-stick cookware set with glass lid & nylon spoon-granite coating - red,"Kitchen, Garden & Pets",Cookware & Non Stick,nirlon,1149.0,3499.0,Cookware Sets,2.9,Rated,2350.0,67.16204629894256
19765,stainless steel glitter dinner fork,"Kitchen, Garden & Pets",Crockery & Cutlery,neelam,299.0,450.0,"Cutlery, Spoon & Fork",4.8,Rated,151.0,33.55555555555556
19766,chocolate thins - assorted,Gourmet & World Food,Chocolates & Biscuits,lindberg,559.3,799.0,"Luxury Chocolates, Gifts",4.2,Rated,239.70000000000005,30.000000000000004
19767,cookies - chocochip,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",lovely bake studio,117.0,130.0,"Bakery Biscuits, Cookies",4.0,Rated,13.0,10.0
19768,shankhapushpi herb powder - promotes general intelligence & mind creativity,Beauty & Hygiene,Health & Medicine,bixa botanical,245.0,245.0,Ayurveda,,Not Rated,0.0,0.0
19769,sauce - oyster,Gourmet & World Food,"Sauces, Spreads & Dips",pantai,245.0,245.0,Thai & Asian Sauces,4.5,Rated,0.0,0.0
19770,turmeric cinnamon green tea,Gourmet & World Food,Drinks & Beverages,chaayos,349.0,349.0,Gourmet Tea & Tea Bags,,Not Rated,0.0,0.0
19771,instant polish - all colour leather,Cleaning & Household,Car & Shoe Care,kiwi,74.0,74.0,Shoe Polish,4.3,Rated,0.0,0.0
19772,ladies finger - organically grown,Fruits & Vegetables,Fresh Vegetables,fresho,30.0,37.5,Organic Vegetables,,Not Rated,7.5,20.0
19773,club 75 eau de toilette,Beauty & Hygiene,Fragrances & Deos,jacques bogart,2178.0,3350.0,Eau De Toilette,,Not Rated,1172.0,34.98507462686567
19774,green tea high gloss lip balm,Beauty & Hygiene,Skin Care,organic harvest,169.15,199.0,Lip Care,3.5,Rated,29.849999999999994,14.999999999999996
19775,"home mate garbage bag - green, oxo-bio-degradable roll, 17x19, 50 micron",Cleaning & Household,"Disposables, Garbage Bag",home mate,115.0,115.0,Garbage Bags,3.9,Rated,0.0,0.0
19776,water/juice glass tumbler - volvic 3303,"Kitchen, Garden & Pets",Crockery & Cutlery,roxx,425.0,425.0,Glassware,,Not Rated,0.0,0.0
19777,carrot cake,"Bakery, Cakes & Dairy",Cakes & Pastries,fresho signature,499.0,699.0,Birthday & Party Cakes,,Not Rated,200.0,28.612303290414882
19778,sattva refill,Cleaning & Household,Fresheners & Repellents,all out,75.0,75.0,Mosquito Repellent,4.3,Rated,0.0,0.0
19779,artist water colour - assorted colour,Cleaning & Household,Stationery,faber castell,49.0,50.0,Colours & Crayons,3.9,Rated,1.0,2.0
19780,ashwagandha doodh,"Bakery, Cakes & Dairy",Dairy,amul,25.0,25.0,"Flavoured, Soya Milk",3.8,Rated,0.0,0.0
19781,i love you 365 of the days signature chocolate bar,Gourmet & World Food,Chocolates & Biscuits,rage,299.0,299.0,"Luxury Chocolates, Gifts",1.0,Rated,0.0,0.0
19782,gentle handwash - mild lotus & tulsi,Beauty & Hygiene,Bath & Hand Wash,santoor,94.05,99.0,Hand Wash & Sanitizers,4.3,Rated,4.950000000000003,5.000000000000003
19783,chia cookies,Snacks & Branded Foods,Biscuits & Cookies,prasukh,67.5,75.0,Cookies,3.6,Rated,7.5,10.0
19784,transparent scale 62 - 30 cms,Cleaning & Household,Stationery,nataraj,118.0,120.0,"Notebooks, Files, Folders",3.9,Rated,2.0,1.6666666666666667
19785,pineapple - organically grown,Fruits & Vegetables,Organic Fruits & Vegetables,fresho,38.0,47.5,Organic Fruits,,Not Rated,9.5,20.0
19786,neemraj anti-dandruff shampoo,Beauty & Hygiene,Hair Care,indulekha,135.0,135.0,Shampoo & Conditioner,4.0,Rated,0.0,0.0
19787,wafers - hazelnut,Gourmet & World Food,Chocolates & Biscuits,harveys,67.5,75.0,"Cookies, Biscotti, Wafer",3.1,Rated,7.5,10.0
19788,desiccated coconut powder - low fat,"Foodgrains, Oil & Masala",Masalas & Spices,grocery farm,50.0,50.0,Powdered Spices,4.0,Rated,0.0,0.0
19789,spicy mexican salsa dip,Gourmet & World Food,"Sauces, Spreads & Dips",happychef,119.0,149.0,"Hummus, Cheese, Salsa Dip",,Not Rated,30.0,20.13422818791946
19790,ginger beer,Gourmet & World Food,Drinks & Beverages,gunsberg,89.0,89.0,Gourmet Juices & Drinks,,Not Rated,0.0,0.0
19791,podi - dosa,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",eastern,55.29,57.0,Rice & Other Flours,3.6,Rated,1.7100000000000009,3.0000000000000018
19792,szechwan original sauce,Gourmet & World Food,"Sauces, Spreads & Dips",happychef,119.0,149.0,Thai & Asian Sauces,4.2,Rated,30.0,20.13422818791946
19793,"padded collar - 3/4 inch, black colour","Kitchen, Garden & Pets",Pet Food & Accessories,glenand,495.0,495.0,Pet Collars & Leashes,,Not Rated,0.0,0.0
19794,tomato - diced,Fruits & Vegetables,Cuts & Sprouts,fresho,22.0,27.5,Cut & Peeled Veggies,,Not Rated,5.5,20.0
19795,iranian saffron - premium quality,"Foodgrains, Oil & Masala",Masalas & Spices,salonik,799.0,799.0,Whole Spices,3.7,Rated,0.0,0.0
19796,"women's body oil - revitalising, rose geranium",Beauty & Hygiene,Skin Care,organic india,795.0,795.0,Aromatherapy,,Not Rated,0.0,0.0
19797,stainless steel buffet plate - beggi china no. 8,"Kitchen, Garden & Pets",Steel Utensils,neelam,55.0,100.0,Plates & Tumblers,2.8,Rated,45.0,45.0
19798,white chia seeds - premium,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",nutriwish,480.0,480.0,Roasted Seeds & Nuts,4.0,Rated,0.0,0.0
19799,black naturals - shade 3.16 natural burgundy,Beauty & Hygiene,Hair Care,garnier,39.0,39.0,Hair Color,4.1,Rated,0.0,0.0
19800,"steel spoon - medium, premium gem series, bbcl02","Kitchen, Garden & Pets",Crockery & Cutlery,bb home,179.0,299.0,"Cutlery, Spoon & Fork",4.4,Rated,120.0,40.13377926421405
19801,green coffee beans,Gourmet & World Food,Drinks & Beverages,nutriwish,720.0,720.0,Coffee & Pre-Mix,,Not Rated,0.0,0.0
19802,all bran wheat flakes,Snacks & Branded Foods,Breakfast Cereals,kelloggs,205.0,205.0,Flakes,4.2,Rated,0.0,0.0
19803,color n care hair colour,Beauty & Hygiene,Hair Care,revlon,190.0,200.0,Hair Color,3.7,Rated,10.0,5.0
19804,premium baby wet wipes with aloe vera - paraben free,Baby Care,Diapers & Wipes,bodyguard,105.0,125.0,Baby Wipes,4.1,Rated,20.0,16.0
19805,"lunch bag - with 3 container, mega bite, green","Kitchen, Garden & Pets",Storage & Accessories,cello,305.0,305.0,Lunch Boxes,5.0,Rated,0.0,0.0
19806,pure afghan asafoetida powder,Gourmet & World Food,Cooking & Baking Needs,urban platter,427.5,450.0,"Herbs, Seasonings & Rubs",3.4,Rated,22.5,5.0
19807,bio rejuvenating vetiver,Beauty & Hygiene,Men's Grooming,biotique,524.25,699.0,Perfume,5.0,Rated,174.75,25.0
19808,abbies white vinegar,Gourmet & World Food,Oils & Vinegar,abbies,175.0,175.0,Regular & White Vinegar,4.2,Rated,0.0,0.0
19809,panty liners - super dry,Beauty & Hygiene,Feminine Hygiene,carefree,99.0,99.0,Panty Liners,4.4,Rated,0.0,0.0
19810,narayana kalpa tablet - 500mg,Beauty & Hygiene,Health & Medicine,sri sri tattva,140.0,140.0,Ayurveda,,Not Rated,0.0,0.0
19811,candy pink stainless steel lunch box/tiffin box - pink,"Kitchen, Garden & Pets",Storage & Accessories,borosil,659.0,690.0,Lunch Boxes,4.7,Rated,31.0,4.492753623188406
19812,french press coffee - 100% coffee & 0% chicory,Gourmet & World Food,Drinks & Beverages,sidapur,182.0,260.0,Coffee & Pre-Mix,,Not Rated,78.0,30.0
19813,schezwan dip,Gourmet & World Food,"Sauces, Spreads & Dips",organic nation,89.0,89.0,Thai & Asian Sauces,5.0,Rated,0.0,0.0
19814,natural protein hair detox kit,Beauty & Hygiene,Hair Care,the moms co,858.0,858.0,Shampoo & Conditioner,4.2,Rated,0.0,0.0
19815,basmati rice/basmati akki - brown (quick cooking),"Foodgrains, Oil & Masala",Rice & Rice Products,daawat,154.0,165.0,Basmati Rice,4.2,Rated,11.0,6.666666666666667
19816,"reusable fabric diaper - xl, blue",Baby Care,Diapers & Wipes,paw paw,319.0,319.0,Diapers,3.3,Rated,0.0,0.0
19817,kadhai doodh,"Bakery, Cakes & Dairy",Dairy,amul,111.0,120.0,"Flavoured, Soya Milk",4.1,Rated,9.0,7.5
19818,"bathroom mug - classic, hd dc, red",Cleaning & Household,Bins & Bathroom Ware,cello,38.0,38.0,Buckets & Mugs,4.3,Rated,0.0,0.0
19819,from the roots - ashwagandha honey,Gourmet & World Food,"Sauces, Spreads & Dips",graminway,249.0,249.0,Honey & Maple Syrup,,Not Rated,0.0,0.0
19820,wonder diaper pants - large size,Baby Care,Diapers & Wipes,huggies,320.25,350.0,Diapers,5.0,Rated,29.75,8.5
19821,rushikanti multani mitti with cucumber,Beauty & Hygiene,Skin Care,akshara herbals,50.0,50.0,Face Care,,Not Rated,0.0,0.0
19822,malta round plastic container set - blue,"Kitchen, Garden & Pets",Storage & Accessories,mastercook,149.0,313.0,Containers Sets,4.3,Rated,164.0,52.39616613418531
19823,fresh boost deodorant 48h long lasting freshness with fresh musk scent,Beauty & Hygiene,Men's Grooming,nivea men,195.02,199.0,Men's Deodorants,4.2,Rated,3.9799999999999898,1.999999999999995
19824,cashew/godambi - split,"Foodgrains, Oil & Masala",Dry Fruits,bb popular,182.0,240.0,Cashews,,Not Rated,58.0,24.166666666666668
19825,sandwich masala spice mix,Gourmet & World Food,Cooking & Baking Needs,entree,85.5,90.0,"Herbs, Seasonings & Rubs",3.5,Rated,4.5,5.0
19826,powder - jeera,"Foodgrains, Oil & Masala",Masalas & Spices,badshah,36.0,36.0,Powdered Spices,4.1,Rated,0.0,0.0
19827,whole wheat marie,Snacks & Branded Foods,Biscuits & Cookies,mcvities,165.0,165.0,Cookies,4.3,Rated,0.0,0.0
19828,fragrance body spray for men (1000 sprays) - status,Beauty & Hygiene,Men's Grooming,fogg,184.0,230.0,Men's Deodorants,3.7,Rated,46.0,20.0
19829,rosemary,"Foodgrains, Oil & Masala",Masalas & Spices,snapin,75.0,75.0,Herbs & Seasoning,4.3,Rated,0.0,0.0
19830,"bounce - hair recovery complex, biotin & selenium, raspberry flavour",Beauty & Hygiene,Health & Medicine,chicnutrix,597.6,720.0,Supplements & Proteins,,Not Rated,122.39999999999998,16.999999999999996
19831,sacred love edp floral perfume for women,Beauty & Hygiene,Fragrances & Deos,ajmal,936.0,1200.0,Eau De Parfum,5.0,Rated,264.0,22.0
19832,fragrance body spray - paradise,Beauty & Hygiene,Fragrances & Deos,fogg,345.02,690.0,Women's Deodorants,4.2,Rated,344.98,49.99710144927537
19833,chai / coffee/ tea-milk mug - red with white polka dots print,"Kitchen, Garden & Pets",Crockery & Cutlery,rslee,349.0,349.0,"Cups, Mugs & Tumblers",,Not Rated,0.0,0.0
19834,nacho chips - jalapeno + corn chips - cream & onion + corn twist - tomato (100 g),Gourmet & World Food,"Snacks, Dry Fruits, Nuts",makino,140.7,210.0,Nachos & Chips,,Not Rated,69.30000000000001,33.00000000000001
19835,essential oil - ylang ylang,Beauty & Hygiene,Skin Care,aroma magic,337.5,450.0,Aromatherapy,5.0,Rated,112.5,25.0
19836,forbidden for men eau de toilette,Beauty & Hygiene,Fragrances & Deos,police,2512.5,3350.0,Eau De Toilette,,Not Rated,837.5,25.0
19837,colorsilk hair colour with keratin,Beauty & Hygiene,Hair Care,revlon,435.0,435.0,Hair Color,2.8,Rated,0.0,0.0
19838,amchur powder 100g + sambhar masala 100 g,"Foodgrains, Oil & Masala",Masalas & Spices,catch,107.57,143.0,Powdered Spices,,Not Rated,35.43000000000001,24.77622377622378
